Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,demand_supply_ratio,demand_multiplier,location_multiplier,vehicle_multiplier,New_Price
30,13,Rural,Gold,8,4.1,Afternoon,Economy,94,274.6803754439265,2.142857142857143,1.2142857142857142,0.9,1.0,255.16
64,5,Rural,Gold,91,4.34,Evening,Premium,21,108.2430435427408,10.666666666666666,2.0666666666666664,0.9,1.25,213.92
55,29,Suburban,Gold,92,4.85,Morning,Economy,44,181.78093960037765,1.8333333333333333,1.1833333333333333,1.0,1.0,182.84
94,76,Suburban,Gold,26,4.7,Morning,Premium,94,405.317954516569,1.2207792207792207,1.122077922077922,1.0,1.25,483.22
53,28,Urban,Gold,6,3.67,Evening,Economy,178,775.7916851510323,1.8275862068965518,1.1827586206896552,1.2,1.0,935.93
29,7,Suburban,Regular,68,3.98,Morning,Economy,114,289.1296809487768,3.625,1.3625,1.0,1.0,393.94
29,17,Urban,Silver,76,3.61,Morning,Economy,166,674.132847635612,1.6111111111111112,1.1611111111111112,1.2,1.0,845.36
75,42,Suburban,Silver,38,4.25,Afternoon,Economy,146,479.11995337350106,1.744186046511628,1.1744186046511629,1.0,1.0,506.42
74,53,Suburban,Regular,60,3.93,Night,Economy,162,676.4404324115253,1.3703703703703705,1.137037037037037,1.0,1.0,769.14
89,75,Urban,Silver,10,4.91,Evening,Economy,16,54.44953818628992,1.1710526315789473,1.1171052631578948,1.2,1.0,65.69
29,13,Suburban,Gold,44,4.29,Evening,Premium,87,267.7404170012178,2.0714285714285716,1.207142857142857,1.0,1.25,343.4
40,20,Rural,Silver,45,4.42,Evening,Premium,130,445.4842486108808,1.9047619047619047,1.1904761904761905,0.9,1.25,536.97
79,11,Urban,Regular,1,4.35,Night,Premium,45,210.25675967194184,6.583333333333333,1.6583333333333332,1.2,1.25,523.01
98,87,Urban,Gold,87,4.28,Afternoon,Premium,170,603.8458024755097,1.1136363636363635,1.1113636363636363,1.2,1.25,855.64
95,76,Urban,Regular,74,4.39,Night,Economy,118,464.9915827255092,1.2337662337662338,1.1233766233766234,1.2,1.0,626.83
79,13,Rural,Gold,67,4.05,Evening,Premium,151,514.9363491532515,5.642857142857143,1.5642857142857143,0.9,1.25,770.27
38,22,Suburban,Regular,18,4.17,Night,Premium,121,450.5387531372676,1.6521739130434783,1.1652173913043478,1.0,1.25,656.22
83,41,Suburban,Silver,48,3.64,Evening,Economy,176,741.3443926126964,1.9761904761904763,1.1976190476190476,1.0,1.0,799.06
59,24,Suburban,Regular,40,4.0,Afternoon,Premium,147,631.6312970255759,2.36,1.236,1.0,1.25,975.87
51,11,Suburban,Regular,72,3.62,Afternoon,Economy,16,71.21364105240121,4.25,1.425,1.0,1.0,101.48
64,46,Rural,Silver,51,5.0,Evening,Premium,29,144.60138253530263,1.3617021276595744,1.1361702127659574,0.9,1.25,166.35
30,6,Rural,Regular,93,3.81,Evening,Economy,129,505.92196882791006,4.285714285714286,1.4285714285714286,0.9,1.0,650.47
60,15,Suburban,Regular,95,4.84,Afternoon,Economy,180,726.3339146351499,3.75,1.375,1.0,1.0,998.71
75,51,Rural,Regular,17,4.83,Afternoon,Premium,79,283.4132787585248,1.4423076923076923,1.1442307692307692,0.9,1.25,364.83
25,15,Suburban,Regular,88,4.68,Afternoon,Premium,31,148.18648820169864,1.5625,1.15625,1.0,1.25,214.18
46,31,Suburban,Gold,67,3.53,Morning,Economy,61,158.59209307103367,1.4375,1.14375,1.0,1.0,154.18
48,11,Urban,Regular,86,3.55,Night,Economy,15,57.89462608061131,4.0,1.4,1.2,1.0,97.26
51,6,Rural,Gold,64,4.57,Morning,Economy,34,142.5577269374603,7.285714285714286,1.7285714285714286,0.9,1.0,188.51
68,23,Suburban,Gold,96,4.77,Morning,Economy,105,359.128113102171,2.8333333333333335,1.2833333333333332,1.0,1.0,391.75
89,8,Suburban,Silver,18,3.83,Morning,Economy,121,407.5520587692045,9.88888888888889,1.988888888888889,1.0,1.0,729.52
84,55,Suburban,Regular,1,4.47,Afternoon,Economy,146,487.3991192361553,1.5,1.15,1.0,1.0,560.51
50,8,Rural,Regular,25,3.8,Evening,Premium,13,89.61312852216915,5.555555555555555,1.5555555555555556,0.9,1.25,156.82
99,40,Urban,Gold,26,4.83,Evening,Premium,151,510.6580782397596,2.4146341463414633,1.2414634146341463,1.2,1.25,808.3
21,9,Urban,Gold,91,4.82,Morning,Economy,47,171.6271185714875,2.1,1.21,1.2,1.0,211.82
53,19,Suburban,Silver,54,3.84,Evening,Economy,132,520.5653406452625,2.65,1.2650000000000001,1.0,1.0,592.66
60,16,Urban,Gold,68,4.23,Night,Economy,108,458.096326804516,3.5294117647058822,1.3529411764705883,1.2,1.0,632.17
32,22,Suburban,Silver,9,4.68,Night,Premium,135,530.1491563778454,1.391304347826087,1.1391304347826088,1.0,1.25,679.4
51,25,Rural,Regular,21,4.43,Evening,Premium,38,200.2582591219043,1.9615384615384615,1.1961538461538461,0.9,1.25,269.48
22,5,Urban,Regular,75,4.39,Night,Premium,19,128.0167601925525,3.6666666666666665,1.3666666666666667,1.2,1.25,262.43
21,7,Rural,Regular,6,4.96,Afternoon,Premium,180,836.1164185613576,2.625,1.2625,0.9,1.25,1187.55
55,21,Rural,Silver,49,4.59,Morning,Economy,111,471.0890518884983,2.5,1.25,0.9,1.0,476.98
42,31,Rural,Gold,32,4.75,Night,Economy,12,50.6401755820817,1.3125,1.13125,0.9,1.0,43.82
86,26,Rural,Silver,31,3.69,Afternoon,Economy,85,263.1611767019543,3.185185185185185,1.3185185185185184,0.9,1.0,281.06
48,18,Rural,Silver,60,4.47,Afternoon,Premium,124,524.1655595085831,2.526315789473684,1.2526315789473683,0.9,1.25,664.79
82,65,Urban,Gold,43,4.8,Night,Premium,112,330.2265438250878,1.2424242424242424,1.1242424242424243,1.2,1.25,473.35
63,48,Rural,Regular,88,4.09,Morning,Economy,70,212.7407519371268,1.2857142857142858,1.1285714285714286,0.9,1.0,216.08
44,24,Urban,Regular,83,3.61,Night,Economy,13,48.92895253547415,1.76,1.176,1.2,1.0,69.05
39,18,Suburban,Gold,78,4.21,Afternoon,Economy,165,734.3951190125542,2.0526315789473686,1.2052631578947368,1.0,1.0,752.37
23,7,Rural,Gold,98,4.35,Morning,Economy,76,281.33950234360725,2.875,1.2875,0.9,1.0,277.1
31,7,Rural,Silver,27,4.73,Morning,Premium,141,476.28985780068655,3.875,1.3875,0.9,1.25,669.11
44,7,Rural,Regular,55,3.66,Night,Premium,103,490.3421583214189,5.5,1.55,0.9,1.25,855.03
23,5,Urban,Gold,92,3.71,Night,Economy,105,363.4447759027239,3.8333333333333335,1.3833333333333333,1.2,1.0,512.82
63,46,Urban,Silver,36,4.59,Morning,Economy,18,49.83993575677632,1.3404255319148937,1.1340425531914893,1.2,1.0,61.04
25,15,Urban,Gold,15,4.18,Morning,Premium,176,516.8295590439432,1.5625,1.15625,1.2,1.25,761.92
27,11,Rural,Regular,1,4.34,Night,Economy,99,262.6864663772181,2.25,1.225,0.9,1.0,289.61
57,28,Urban,Gold,27,4.58,Afternoon,Economy,107,423.5098573724167,1.9655172413793103,1.196551724137931,1.2,1.0,516.89
83,26,Suburban,Gold,77,3.62,Night,Premium,74,373.975635759196,3.074074074074074,1.3074074074074074,1.0,1.25,519.5
80,5,Suburban,Regular,53,3.67,Evening,Premium,48,184.24294467848267,13.333333333333334,2.3333333333333335,1.0,1.25,537.38
50,40,Rural,Silver,61,4.7,Evening,Premium,73,319.11098294212263,1.2195121951219512,1.1219512195121952,0.9,1.25,362.5
84,8,Rural,Gold,21,4.63,Night,Economy,172,549.2008068168793,9.333333333333334,1.9333333333333333,0.9,1.0,812.27
90,54,Rural,Regular,1,3.59,Afternoon,Premium,87,427.8571629452071,1.6363636363636365,1.1636363636363636,0.9,1.25,560.1
28,9,Urban,Silver,68,4.82,Evening,Premium,43,164.316390505398,2.8,1.28,1.2,1.25,283.94
97,64,Rural,Silver,62,3.52,Morning,Premium,152,638.1340201838489,1.4923076923076923,1.1492307692307693,0.9,1.25,742.53
99,22,Suburban,Silver,7,4.4,Morning,Economy,39,131.44358716419623,4.304347826086956,1.4304347826086956,1.0,1.0,169.22
96,53,Rural,Regular,58,4.28,Afternoon,Economy,21,55.6373707994896,1.7777777777777777,1.1777777777777778,0.9,1.0,58.98
88,69,Rural,Gold,89,3.6,Evening,Premium,107,467.92749485577286,1.2571428571428571,1.1257142857142857,0.9,1.25,503.71
53,17,Rural,Silver,78,4.03,Afternoon,Premium,26,120.24719290813758,2.9444444444444446,1.2944444444444445,0.9,1.25,157.6
28,14,Rural,Silver,77,3.58,Afternoon,Economy,98,374.65518279544045,1.8666666666666667,1.1866666666666668,0.9,1.0,360.12
59,21,Rural,Regular,97,3.6,Afternoon,Premium,67,269.44414015954374,2.6818181818181817,1.268181818181818,0.9,1.25,384.42
50,27,Suburban,Gold,100,4.22,Morning,Premium,173,685.6696935694298,1.7857142857142858,1.1785714285714286,1.0,1.25,858.62
89,8,Urban,Gold,40,3.59,Morning,Premium,151,528.0024896243917,9.88888888888889,1.988888888888889,1.2,1.25,1338.93
83,34,Urban,Silver,96,4.71,Evening,Premium,176,812.0729938599545,2.3714285714285714,1.237142857142857,1.2,1.25,1356.28
73,14,Urban,Gold,28,4.31,Evening,Economy,29,118.97305838669006,4.866666666666666,1.4866666666666666,1.2,1.0,180.41
76,35,Suburban,Regular,8,4.89,Afternoon,Premium,138,406.5899107855241,2.111111111111111,1.211111111111111,1.0,1.25,615.53
56,35,Rural,Silver,33,3.97,Morning,Economy,47,134.77582951421903,1.5555555555555556,1.1555555555555554,0.9,1.0,126.15
40,20,Rural,Regular,11,4.4,Afternoon,Economy,83,343.79851998722387,1.9047619047619047,1.1904761904761905,0.9,1.0,368.36
27,6,Urban,Silver,92,3.73,Night,Premium,125,460.2837624776103,3.857142857142857,1.3857142857142857,1.2,1.25,861.06
32,7,Urban,Regular,79,4.05,Morning,Economy,83,306.390461217286,4.0,1.4,1.2,1.0,514.74
48,24,Urban,Silver,35,4.2,Night,Premium,51,251.4211394087152,1.92,1.192,1.2,1.25,404.59
71,41,Urban,Gold,31,3.81,Afternoon,Premium,140,614.63671317069,1.6904761904761905,1.1690476190476191,1.2,1.25,916.14
53,6,Rural,Silver,74,4.12,Night,Economy,76,231.1651667910225,7.571428571428571,1.7571428571428571,0.9,1.0,329.01
87,44,Rural,Silver,61,3.87,Evening,Premium,16,117.76366453355408,1.9333333333333333,1.1933333333333334,0.9,1.25,142.29
36,16,Urban,Regular,82,4.62,Afternoon,Premium,72,253.4912438007839,2.1176470588235294,1.2117647058823529,1.2,1.25,460.76
39,20,Rural,Gold,71,4.11,Morning,Economy,111,404.5983991889042,1.8571428571428572,1.1857142857142857,0.9,1.0,367.0
91,81,Rural,Gold,15,4.68,Evening,Premium,20,135.1772701347079,1.1097560975609757,1.1109756097560977,0.9,1.25,143.61
31,18,Urban,Regular,46,4.86,Night,Economy,128,360.8585507409454,1.631578947368421,1.1631578947368422,1.2,1.0,503.68
94,67,Suburban,Silver,34,4.64,Night,Premium,64,231.3263184773236,1.3823529411764706,1.138235294117647,1.0,1.25,296.22
83,18,Urban,Gold,12,4.98,Morning,Economy,81,286.409294385432,4.368421052631579,1.436842105263158,1.2,1.0,419.76
34,9,Urban,Silver,65,4.69,Afternoon,Premium,107,508.7118174567975,3.4,1.3399999999999999,1.2,1.25,920.26
32,6,Rural,Gold,75,4.47,Morning,Premium,154,721.7212691270341,4.571428571428571,1.457142857142857,0.9,1.25,1005.64
22,7,Urban,Gold,15,3.53,Evening,Premium,180,552.2693747461685,2.75,1.275,1.2,1.25,897.78
49,20,Rural,Silver,52,4.74,Afternoon,Premium,162,510.62689141008207,2.3333333333333335,1.2333333333333334,0.9,1.25,637.65
61,38,Urban,Silver,95,3.5,Night,Economy,164,415.9794524398186,1.564102564102564,1.1564102564102563,1.2,1.0,519.53
21,9,Urban,Gold,48,4.4,Afternoon,Premium,152,660.0597080304599,2.1,1.21,1.2,1.25,1018.31
40,18,Urban,Silver,16,4.59,Afternoon,Premium,157,644.0445755475266,2.1052631578947367,1.2105263157894737,1.2,1.25,1052.5
22,6,Urban,Silver,82,4.3,Morning,Premium,172,710.884313751738,3.142857142857143,1.3142857142857143,1.2,1.25,1261.31
34,11,Suburban,Gold,66,4.59,Morning,Economy,134,478.20015364109577,2.8333333333333335,1.2833333333333332,1.0,1.0,521.64
56,31,Rural,Silver,9,4.79,Afternoon,Premium,167,744.4180991800615,1.75,1.175,0.9,1.25,885.62
93,36,Urban,Gold,60,4.63,Afternoon,Economy,111,478.7697584495512,2.5135135135135136,1.2513513513513512,1.2,1.0,611.09
38,9,Suburban,Gold,57,4.26,Morning,Premium,16,104.0560727191975,3.8,1.38,1.0,1.25,152.57
76,26,Suburban,Silver,74,4.18,Evening,Premium,159,486.1839276370279,2.814814814814815,1.2814814814814814,1.0,1.25,700.92
47,24,Suburban,Silver,11,3.62,Night,Premium,148,657.0936874279021,1.88,1.188,1.0,1.25,878.21
64,10,Urban,Silver,62,4.98,Evening,Economy,38,96.3007413779792,5.818181818181818,1.5818181818181818,1.2,1.0,164.52
56,10,Rural,Gold,28,3.8,Afternoon,Economy,144,609.9082747031204,5.090909090909091,1.509090909090909,0.9,1.0,704.11
44,25,Rural,Silver,32,4.43,Night,Premium,154,502.1012063441772,1.6923076923076923,1.1692307692307693,0.9,1.25,594.41
34,6,Rural,Regular,11,3.75,Morning,Economy,179,465.719058488387,4.857142857142857,1.4857142857142858,0.9,1.0,622.73
45,18,Suburban,Silver,70,3.84,Night,Economy,122,308.43591786214927,2.3684210526315788,1.236842105263158,1.0,1.0,343.34
31,7,Rural,Regular,22,4.88,Afternoon,Premium,172,806.0212701919081,3.875,1.3875,0.9,1.25,1258.15
95,28,Rural,Regular,34,4.48,Evening,Economy,163,576.9675719994219,3.2758620689655173,1.3275862068965516,0.9,1.0,689.38
82,59,Rural,Regular,39,3.5,Night,Premium,67,284.2944207006542,1.3666666666666667,1.1366666666666667,0.9,1.25,363.54
95,38,Urban,Silver,39,3.71,Afternoon,Premium,97,478.3662772118347,2.4358974358974357,1.2435897435897436,1.2,1.25,803.1
27,12,Suburban,Silver,1,4.93,Evening,Economy,41,119.4823999754907,2.076923076923077,1.2076923076923076,1.0,1.0,129.87
94,23,Suburban,Regular,71,4.15,Night,Premium,154,532.5097779421501,3.9166666666666665,1.3916666666666666,1.0,1.25,926.35
66,15,Urban,Silver,88,4.21,Evening,Premium,65,291.9008795114952,4.125,1.4125,1.2,1.25,556.62
40,6,Rural,Gold,37,4.75,Afternoon,Premium,148,707.8553931548287,5.714285714285714,1.5714285714285714,0.9,1.25,1063.68
56,27,Suburban,Silver,62,4.74,Evening,Premium,129,435.7154538108565,2.0,1.2,1.0,1.25,588.22
54,6,Suburban,Gold,48,4.26,Morning,Economy,154,504.0841142440527,7.714285714285714,1.7714285714285714,1.0,1.0,759.01
46,15,Suburban,Silver,96,4.69,Morning,Premium,116,497.3770093020007,2.875,1.2875,1.0,1.25,720.42
65,16,Suburban,Silver,82,3.62,Evening,Premium,146,460.8002858653508,3.823529411764706,1.3823529411764706,1.0,1.25,716.61
96,48,Urban,Gold,11,4.19,Night,Economy,79,272.4960775620536,1.9591836734693877,1.1959183673469387,1.2,1.0,332.4
47,9,Suburban,Gold,88,4.06,Night,Economy,93,246.9535423209308,4.7,1.47,1.0,1.0,308.57
20,7,Urban,Silver,55,4.43,Night,Economy,153,482.7422075016093,2.5,1.25,1.2,1.0,651.7
94,57,Suburban,Regular,13,4.04,Afternoon,Economy,60,205.495759583372,1.6206896551724137,1.1620689655172414,1.0,1.0,238.8
52,30,Suburban,Silver,25,3.67,Night,Economy,142,531.6062153403296,1.6774193548387097,1.167741935483871,1.0,1.0,558.7
71,6,Suburban,Gold,48,4.05,Afternoon,Economy,157,550.9983736824666,10.142857142857142,2.0142857142857142,1.0,1.0,943.39
46,8,Rural,Gold,39,3.97,Evening,Premium,123,396.9586997774456,5.111111111111111,1.511111111111111,0.9,1.25,573.61
53,40,Urban,Regular,13,3.79,Night,Economy,118,318.2115758092651,1.2926829268292683,1.129268292682927,1.2,1.0,431.22
26,11,Urban,Regular,97,3.64,Morning,Economy,141,427.0550612068028,2.1666666666666665,1.2166666666666666,1.2,1.0,623.5
100,46,Suburban,Gold,74,3.74,Afternoon,Economy,171,448.31285347772814,2.127659574468085,1.2127659574468086,1.0,1.0,462.14
74,38,Urban,Regular,95,5.0,Evening,Economy,167,455.4083398759809,1.8974358974358974,1.1897435897435897,1.2,1.0,650.18
53,5,Rural,Gold,100,4.46,Night,Premium,33,179.17081970350634,8.833333333333334,1.8833333333333333,0.9,1.25,322.68
75,63,Urban,Gold,24,4.18,Afternoon,Economy,29,104.18588264010208,1.171875,1.1171875,1.2,1.0,118.72
44,9,Suburban,Regular,54,4.2,Morning,Premium,13,91.67748868757226,4.4,1.44,1.0,1.25,165.02
76,60,Suburban,Regular,81,3.6,Evening,Premium,72,264.08573637935564,1.2459016393442623,1.1245901639344262,1.0,1.25,371.24
88,18,Suburban,Silver,80,4.83,Evening,Economy,109,424.65693227127065,4.631578947368421,1.4631578947368422,1.0,1.0,559.21
54,35,Rural,Gold,95,4.98,Evening,Premium,61,218.9504185416184,1.5,1.15,0.9,1.25,240.78
49,30,Urban,Regular,7,3.97,Afternoon,Premium,77,248.1703336422785,1.5806451612903225,1.1580645161290322,1.2,1.25,431.1
25,8,Urban,Silver,11,4.0,Afternoon,Economy,109,422.4367392307234,2.7777777777777777,1.2777777777777777,1.2,1.0,582.96
36,18,Suburban,Gold,15,4.21,Afternoon,Economy,86,280.5240756909656,1.894736842105263,1.1894736842105262,1.0,1.0,283.62
42,25,Suburban,Silver,44,4.99,Morning,Premium,122,565.9834811108678,1.6153846153846154,1.1615384615384616,1.0,1.25,739.59
29,14,Rural,Gold,2,4.69,Night,Premium,180,828.2131345744126,1.9333333333333333,1.1933333333333334,0.9,1.25,945.09
52,16,Urban,Silver,63,4.13,Morning,Economy,49,132.84680584297232,3.0588235294117645,1.3058823529411765,1.2,1.0,187.36
37,6,Rural,Gold,59,4.73,Evening,Economy,20,86.17345483820148,5.285714285714286,1.5285714285714285,0.9,1.0,100.77
91,17,Rural,Gold,21,4.84,Afternoon,Premium,149,545.3868063047398,5.055555555555555,1.5055555555555555,0.9,1.25,785.19
29,8,Rural,Silver,79,4.26,Morning,Premium,133,531.0619846358322,3.2222222222222223,1.3222222222222222,0.9,1.25,710.96
62,45,Rural,Regular,87,4.74,Afternoon,Premium,20,108.6023564641184,1.3478260869565217,1.134782608695652,0.9,1.25,138.65
69,7,Urban,Regular,51,4.56,Afternoon,Premium,103,462.66304412150464,8.625,1.8625,1.2,1.25,1292.56
32,14,Suburban,Silver,80,3.56,Afternoon,Premium,80,254.9510771161675,2.1333333333333333,1.2133333333333334,1.0,1.25,348.01
78,31,Urban,Gold,6,3.78,Evening,Premium,64,271.0126649576171,2.4375,1.24375,1.2,1.25,429.77
53,10,Rural,Silver,10,3.58,Evening,Economy,168,424.48842846396354,4.818181818181818,1.481818181818182,0.9,1.0,509.5
60,50,Suburban,Silver,54,4.57,Afternoon,Premium,38,151.77728650517233,1.1764705882352942,1.1176470588235294,1.0,1.25,190.84
97,58,Urban,Gold,1,4.11,Morning,Premium,83,383.0749064097095,1.6440677966101696,1.164406779661017,1.2,1.25,568.72
87,77,Urban,Gold,12,3.56,Night,Premium,11,97.78450586126137,1.1153846153846154,1.1115384615384616,1.2,1.25,138.58
74,20,Rural,Silver,68,4.36,Night,Economy,32,119.59407325541466,3.5238095238095237,1.3523809523809525,0.9,1.0,131.01
90,58,Urban,Gold,1,4.7,Afternoon,Premium,21,126.57277068445282,1.5254237288135593,1.152542372881356,1.2,1.25,186.0
21,8,Rural,Regular,69,4.24,Afternoon,Premium,176,829.5343798843528,2.3333333333333335,1.2333333333333334,0.9,1.25,1150.98
70,35,Urban,Silver,35,4.9,Night,Premium,108,418.815349545453,1.9444444444444444,1.1944444444444444,1.2,1.25,675.34
37,7,Suburban,Regular,1,3.92,Evening,Economy,62,233.21310275336955,4.625,1.4625,1.0,1.0,341.07
30,11,Rural,Gold,93,3.56,Night,Premium,155,701.141472496938,2.5,1.25,0.9,1.25,838.08
64,22,Urban,Regular,26,4.24,Evening,Premium,115,388.72966746525947,2.782608695652174,1.2782608695652173,1.2,1.25,745.35
40,23,Urban,Silver,6,3.96,Night,Economy,178,528.60807288888,1.6666666666666667,1.1666666666666667,1.2,1.0,666.05
28,18,Urban,Gold,100,3.62,Afternoon,Premium,92,382.03843862699455,1.4736842105263157,1.1473684210526316,1.2,1.25,558.88
85,19,Rural,Gold,17,3.69,Morning,Economy,164,587.331264277609,4.25,1.425,0.9,1.0,640.26
92,77,Urban,Gold,100,4.26,Night,Economy,47,167.7398193291184,1.1794871794871795,1.117948717948718,1.2,1.0,191.28
93,56,Suburban,Regular,56,4.65,Evening,Premium,86,304.8360144837103,1.631578947368421,1.1631578947368422,1.0,1.25,443.22
36,25,Rural,Regular,26,3.57,Afternoon,Economy,122,354.1540979676975,1.3846153846153846,1.1384615384615384,0.9,1.0,362.87
94,50,Suburban,Regular,88,4.95,Night,Premium,49,250.4603273046531,1.8431372549019607,1.184313725490196,1.0,1.25,370.78
27,8,Rural,Gold,48,4.18,Afternoon,Economy,167,495.2197782062817,3.0,1.3,0.9,1.0,492.5
86,41,Rural,Regular,96,4.5,Morning,Premium,68,301.5483736351267,2.0476190476190474,1.2047619047619047,0.9,1.25,408.71
22,11,Rural,Regular,39,4.63,Evening,Economy,101,433.03454356764814,1.8333333333333333,1.1833333333333333,0.9,1.0,461.18
95,56,Rural,Silver,86,3.79,Morning,Premium,147,671.4712089285143,1.6666666666666667,1.1666666666666667,0.9,1.25,793.18
99,89,Urban,Silver,63,4.84,Afternoon,Economy,16,49.71329085631081,1.1,1.11,1.2,1.0,59.6
22,8,Rural,Regular,4,4.84,Morning,Economy,122,408.129769999122,2.4444444444444446,1.2444444444444445,0.9,1.0,457.11
100,85,Suburban,Silver,59,4.46,Evening,Economy,110,329.4837131421355,1.1627906976744187,1.1162790697674418,1.0,1.0,331.02
61,38,Rural,Silver,100,4.34,Evening,Premium,78,383.3178042225475,1.564102564102564,1.1564102564102563,0.9,1.25,448.81
33,18,Suburban,Gold,7,4.01,Night,Economy,105,313.06815696851334,1.736842105263158,1.1736842105263159,1.0,1.0,312.33
39,22,Rural,Gold,63,3.87,Evening,Premium,170,706.6896358975697,1.6956521739130435,1.1695652173913043,0.9,1.25,790.36
37,5,Urban,Silver,75,3.88,Evening,Premium,26,142.6153122038585,6.166666666666667,1.6166666666666667,1.2,1.25,311.26
95,53,Suburban,Silver,6,4.01,Afternoon,Premium,158,708.8224028092762,1.7592592592592593,1.175925925925926,1.0,1.25,937.71
28,6,Suburban,Gold,54,4.03,Afternoon,Premium,168,593.065918046481,4.0,1.4,1.0,1.25,882.19
66,17,Urban,Gold,84,4.47,Night,Economy,139,604.3834014812801,3.6666666666666665,1.3666666666666667,1.2,1.0,842.51
60,11,Suburban,Gold,18,4.29,Evening,Economy,26,100.2582627032478,5.0,1.5,1.0,1.0,127.83
94,34,Suburban,Gold,99,4.54,Afternoon,Premium,155,685.7612504810801,2.6857142857142855,1.2685714285714287,1.0,1.25,924.31
63,12,Urban,Silver,54,4.47,Evening,Premium,140,446.41301231617626,4.846153846153846,1.4846153846153847,1.2,1.25,894.71
38,8,Suburban,Silver,59,4.44,Night,Premium,75,291.107936848218,4.222222222222222,1.4222222222222223,1.0,1.25,465.77
35,21,Suburban,Silver,13,4.14,Morning,Premium,36,193.64239387562827,1.5909090909090908,1.1590909090909092,1.0,1.25,252.51
83,64,Suburban,Gold,78,4.01,Evening,Economy,109,304.52612995371493,1.2769230769230768,1.1276923076923078,1.0,1.0,291.9
62,14,Rural,Silver,33,4.23,Morning,Premium,85,386.834933294766,4.133333333333334,1.4133333333333333,0.9,1.25,553.56
88,48,Urban,Gold,52,4.52,Night,Economy,92,230.83258579661484,1.7959183673469388,1.1795918367346938,1.2,1.0,277.73
68,11,Rural,Silver,89,3.66,Evening,Economy,93,333.9106726820272,5.666666666666667,1.5666666666666667,0.9,1.0,423.73
84,64,Urban,Regular,34,4.13,Evening,Premium,99,353.8098038704909,1.2923076923076924,1.1292307692307693,1.2,1.25,599.3
40,10,Urban,Regular,60,3.87,Night,Premium,79,293.19813425701705,3.6363636363636362,1.3636363636363638,1.2,1.25,599.72
93,20,Urban,Regular,38,4.78,Afternoon,Premium,144,447.083068843808,4.428571428571429,1.4428571428571428,1.2,1.25,967.62
57,44,Urban,Gold,78,3.53,Evening,Economy,153,584.888884974888,1.2666666666666666,1.1266666666666667,1.2,1.0,672.15
67,16,Suburban,Gold,24,4.52,Evening,Premium,150,488.1872511532145,3.9411764705882355,1.3941176470588235,1.0,1.25,723.13
68,16,Urban,Silver,91,4.49,Night,Economy,77,246.7577555097292,4.0,1.4,1.2,1.0,373.1
38,22,Urban,Gold,60,3.6,Morning,Premium,104,312.1731588463509,1.6521739130434783,1.1652173913043478,1.2,1.25,463.78
49,28,Urban,Silver,61,3.9,Evening,Premium,172,576.281119337865,1.6896551724137931,1.1689655172413793,1.2,1.25,909.43
98,59,Urban,Regular,55,4.6,Morning,Economy,100,381.391205400882,1.6333333333333333,1.1633333333333333,1.2,1.0,532.42
47,9,Suburban,Gold,38,4.06,Morning,Economy,141,543.7702542024564,4.7,1.47,1.0,1.0,679.44
27,11,Urban,Regular,97,4.78,Evening,Premium,137,472.5224037960476,2.25,1.225,1.2,1.25,868.26
59,29,Urban,Regular,68,4.4,Night,Premium,88,286.05897011629656,1.9666666666666666,1.1966666666666668,1.2,1.25,513.48
56,20,Urban,Regular,74,4.05,Evening,Economy,25,88.95619552388446,2.6666666666666665,1.2666666666666666,1.2,1.0,135.21
50,39,Urban,Gold,62,3.95,Morning,Premium,135,646.9811778631195,1.25,1.125,1.2,1.25,928.01
93,37,Urban,Gold,37,4.75,Night,Economy,76,292.9246564000302,2.4473684210526314,1.2447368421052631,1.2,1.0,371.91
46,22,Rural,Regular,97,3.51,Morning,Economy,100,395.769846813748,2.0,1.2,0.9,1.0,427.43
56,19,Suburban,Silver,16,4.46,Evening,Premium,86,279.6798100890559,2.8,1.28,1.0,1.25,402.74
37,16,Suburban,Gold,8,4.5,Evening,Economy,46,192.50297743378897,2.176470588235294,1.2176470588235293,1.0,1.0,199.24
85,58,Urban,Regular,85,4.1,Night,Premium,92,351.77029329216225,1.4406779661016949,1.1440677966101696,1.2,1.25,603.67
27,7,Urban,Regular,89,3.6,Morning,Premium,120,555.4019371049674,3.375,1.3375,1.2,1.25,1114.28
44,16,Rural,Silver,31,3.96,Night,Premium,122,395.3781570382596,2.588235294117647,1.2588235294117647,0.9,1.25,503.93
75,51,Suburban,Regular,68,3.65,Afternoon,Premium,66,261.5103067801241,1.4423076923076923,1.1442307692307692,1.0,1.25,374.04
21,11,Urban,Gold,46,3.84,Morning,Economy,103,397.5648404411393,1.75,1.175,1.2,1.0,476.48
42,29,Suburban,Silver,67,4.59,Morning,Premium,153,735.2764383329761,1.4,1.14,1.0,1.25,942.99
25,15,Suburban,Silver,100,4.9,Night,Premium,94,289.4570095389695,1.5625,1.15625,1.0,1.25,376.52
67,46,Suburban,Regular,92,4.72,Morning,Economy,32,97.6750013649232,1.425531914893617,1.1425531914893616,1.0,1.0,111.6
29,6,Suburban,Silver,24,4.37,Afternoon,Economy,50,197.46392160702555,4.142857142857143,1.4142857142857144,1.0,1.0,251.34
